link_text,predicted_slug,exists_in_books_dir
attachments/Life-Cycles-Reflections-of-an-Evolutionary-Biologist.jpg|height=120,attachmentsLife-Cycles-Reflections-of-an-Evolutionary-Biologist.jpgheight=120,False
Life Cycles: Reflections of an Evolutionary Biologist,Life-Cycles-Reflections-of-an-Evolutionary-Biologist,True
attachments/Failed-States-The-Abuse-of-Power-and-the-Assault-on-Democracy.jpg|height=120,attachmentsFailed-States-The-Abuse-of-Power-and-the-Assault-on-Democracy.jpgheight=120,False
Failed States: The Abuse of Power and the Assault on Democracy,Failed-States-The-Abuse-of-Power-and-the-Assault-on-Democracy,True
"attachments/English,-August-An-Indian-Story.jpg|height=120","attachmentsEnglish,-August-An-Indian-Story.jpgheight=120",False
"English, August: An Indian Story","English,-August-An-Indian-Story",True
attachments/Animal-Farm.jpg|height=120,attachmentsAnimal-Farm.jpgheight=120,False
Animal Farm,Animal-Farm,True
attachments/The-Black-Island-(Tintin-#7).jpg|height=120,attachmentsThe-Black-Island-(Tintin-#7).jpgheight=120,False
The Black Island (Tintin #7),The-Black-Island-(Tintin-#7),True
attachments/Red-Rackham's-Treasure-(Tintin-#12).jpg|height=120,attachmentsRed-Rackham's-Treasure-(Tintin-#12).jpgheight=120,False
Red Rackham's Treasure (Tintin #12),Red-Rackham's-Treasure-(Tintin-#12),True
attachments/The-Crab-With-the-Golden-Claws-(Tintin-#9).jpg|height=120,attachmentsThe-Crab-With-the-Golden-Claws-(Tintin-#9).jpgheight=120,False
The Crab With the Golden Claws (Tintin #9),The-Crab-With-the-Golden-Claws-(Tintin-#9),True
attachments/The-Secret-of-the-Unicorn-(Tintin-#11).jpg|height=120,attachmentsThe-Secret-of-the-Unicorn-(Tintin-#11).jpgheight=120,False
The Secret of the Unicorn (Tintin #11),The-Secret-of-the-Unicorn-(Tintin-#11),True
attachments/The-Seven-Crystal-Balls-(Tintin-#13).jpg|height=120,attachmentsThe-Seven-Crystal-Balls-(Tintin-#13).jpgheight=120,False
The Seven Crystal Balls (Tintin #13),The-Seven-Crystal-Balls-(Tintin-#13),True
attachments/Cigars-of-the-Pharaoh-(Tintin-#4).jpg|height=120,attachmentsCigars-of-the-Pharaoh-(Tintin-#4).jpgheight=120,False
Cigars of the Pharaoh (Tintin #4),Cigars-of-the-Pharaoh-(Tintin-#4),True
attachments/Tintin-in-Tibet-(Tintin-#20).jpg|height=120,attachmentsTintin-in-Tibet-(Tintin-#20).jpgheight=120,False
Tintin in Tibet (Tintin #20),Tintin-in-Tibet-(Tintin-#20),True
"attachments/Asterix-and-the-Cauldron-(Asterix,-#13).jpg|height=120","attachmentsAsterix-and-the-Cauldron-(Asterix,-#13).jpgheight=120",False
"Asterix and the Cauldron (Asterix, #13)","Asterix-and-the-Cauldron-(Asterix,-#13)",True
"attachments/Asterix-and-the-Goths-(Asterix,-#3).jpg|height=120","attachmentsAsterix-and-the-Goths-(Asterix,-#3).jpgheight=120",False
"Asterix and the Goths (Asterix, #3)","Asterix-and-the-Goths-(Asterix,-#3)",True
"attachments/Asterix-and-the-Normans-(Asterix,-#9).jpg|height=120","attachmentsAsterix-and-the-Normans-(Asterix,-#9).jpgheight=120",False
"Asterix and the Normans (Asterix, #9)","Asterix-and-the-Normans-(Asterix,-#9)",True
"attachments/Obelix-and-Co.-(Asterix,-#23).jpg|height=120","attachmentsObelix-and-Co.-(Asterix,-#23).jpgheight=120",False
"Obelix and Co. (Asterix, #23)","Obelix-and-Co.-(Asterix,-#23)",True
attachments/Asterix-and-Caesar's-Gift-(Astérix-#21).jpg|height=120,attachmentsAsterix-and-Caesar's-Gift-(Astérix-#21).jpgheight=120,False
Asterix and Caesar's Gift (Astérix #21),Asterix-and-Caesar's-Gift-(Astérix-#21),True
attachments/The-Broker.jpg|height=120,attachmentsThe-Broker.jpgheight=120,False
The Broker,The-Broker,True
attachments/The-Brethren.jpg|height=120,attachmentsThe-Brethren.jpgheight=120,False
The Brethren,The-Brethren,True
attachments/The-Partner.jpg|height=120,attachmentsThe-Partner.jpgheight=120,False
The Partner,The-Partner,True
attachments/The-Testament.jpg|height=120,attachmentsThe-Testament.jpgheight=120,False
The Testament,The-Testament,True
attachments/The-Chamber.jpg|height=120,attachmentsThe-Chamber.jpgheight=120,False
The Chamber,The-Chamber,True
attachments/The-Rainmaker.jpg|height=120,attachmentsThe-Rainmaker.jpgheight=120,False
The Rainmaker,The-Rainmaker,True
attachments/The-Runaway-Jury.jpg|height=120,attachmentsThe-Runaway-Jury.jpgheight=120,False
The Runaway Jury,The-Runaway-Jury,True
attachments/The-Pelican-Brief.jpg|height=120,attachmentsThe-Pelican-Brief.jpgheight=120,False
The Pelican Brief,The-Pelican-Brief,True
attachments/The-Client.jpg|height=120,attachmentsThe-Client.jpgheight=120,False
The Client,The-Client,True
attachments/The-Firm.jpg|height=120,attachmentsThe-Firm.jpgheight=120,False
The Firm,The-Firm,True
"attachments/A-Time-to-Kill-(Jake-Brigance,-#1).jpg|height=120","attachmentsA-Time-to-Kill-(Jake-Brigance,-#1).jpgheight=120",False
"A Time to Kill (Jake Brigance, #1)","A-Time-to-Kill-(Jake-Brigance,-#1)",True
attachments/India-After-Gandhi-The-History-of-the-World's-Largest-Democracy.jpg|height=120,attachmentsIndia-After-Gandhi-The-History-of-the-World's-Largest-Democracy.jpgheight=120,False
India After Gandhi: The History of the World's Largest Democracy,India-After-Gandhi-The-History-of-the-World's-Largest-Democracy,True
attachments/Ford-County.jpg|height=120,attachmentsFord-County.jpgheight=120,False
Ford County,Ford-County,True
"attachments/Ecology,-Climate-and-Empire-Colonialism-and-Global-Environmental-History,-1400-1940.jpg|height=120","attachmentsEcology,-Climate-and-Empire-Colonialism-and-Global-Environmental-History,-1400-1940.jpgheight=120",False
"Ecology, Climate and Empire: Colonialism and Global Environmental History, 1400-1940","Ecology,-Climate-and-Empire-Colonialism-and-Global-Environmental-History,-1400-1940",True
attachments/Where-Worlds-Collide-The-Wallace-Line.jpg|height=120,attachmentsWhere-Worlds-Collide-The-Wallace-Line.jpgheight=120,False
Where Worlds Collide: The Wallace Line,Where-Worlds-Collide-The-Wallace-Line,True
attachments/India-Unbound-The-Social-and-Economic-Revolution-from-Independence-to-the-Global-Information-Age.jpg|height=120,attachmentsIndia-Unbound-The-Social-and-Economic-Revolution-from-Independence-to-the-Global-Information-Age.jpgheight=120,False
India Unbound: The Social and Economic Revolution from Independence to the Global Information Age,India-Unbound-The-Social-and-Economic-Revolution-from-Independence-to-the-Global-Information-Age,True
attachments/Foucault's-Pendulum.jpg|height=120,attachmentsFoucault's-Pendulum.jpgheight=120,False
Foucault's Pendulum,Foucault's-Pendulum,True
attachments/Peoplewatching-The-Desmond-Morris-Guide-to-Body-Language.jpg|height=120,attachmentsPeoplewatching-The-Desmond-Morris-Guide-to-Body-Language.jpgheight=120,False
Peoplewatching: The Desmond Morris Guide to Body Language,Peoplewatching-The-Desmond-Morris-Guide-to-Body-Language,True
attachments/The-Appeal.jpg|height=120,attachmentsThe-Appeal.jpgheight=120,False
The Appeal,The-Appeal,True
attachments/Ageing-and-Health-in-India.jpg|height=120,attachmentsAgeing-and-Health-in-India.jpgheight=120,False
Ageing and Health in India,Ageing-and-Health-in-India,True
attachments/Disease-and-Medicine-in-India-A-Historical-Overview.jpg|height=120,attachmentsDisease-and-Medicine-in-India-A-Historical-Overview.jpgheight=120,False
Disease and Medicine in India: A Historical Overview,Disease-and-Medicine-in-India-A-Historical-Overview,True
"attachments/The-Large,-the-Small-and-the-Human-Mind.jpg|height=120","attachmentsThe-Large,-the-Small-and-the-Human-Mind.jpgheight=120",False
"The Large, the Small and the Human Mind","The-Large,-the-Small-and-the-Human-Mind",True
attachments/A-Cultural-History-of-India.jpg|height=120,attachmentsA-Cultural-History-of-India.jpgheight=120,False
A Cultural History of India,A-Cultural-History-of-India,True
attachments/The-Tao-of-Physics-An-Exploration-of-the-Parallels-between-Modern-Physics-and-Eastern-Mysticism.jpg|height=120,attachmentsThe-Tao-of-Physics-An-Exploration-of-the-Parallels-between-Modern-Physics-and-Eastern-Mysticism.jpgheight=120,False
The Tao of Physics: An Exploration of the Parallels between Modern Physics and Eastern Mysticism,The-Tao-of-Physics-An-Exploration-of-the-Parallels-between-Modern-Physics-and-Eastern-Mysticism,True
attachments/The-Origin-of-Species.jpg|height=120,attachmentsThe-Origin-of-Species.jpgheight=120,False
The Origin of Species,The-Origin-of-Species,True
attachments/Wikinomics-How-Mass-Collaboration-Changes-Everything.jpg|height=120,attachmentsWikinomics-How-Mass-Collaboration-Changes-Everything.jpgheight=120,False
Wikinomics: How Mass Collaboration Changes Everything,Wikinomics-How-Mass-Collaboration-Changes-Everything,True
attachments/And-Thereby-Hangs-a-Tale.jpg|height=120,attachmentsAnd-Thereby-Hangs-a-Tale.jpgheight=120,False
And Thereby Hangs a Tale,And-Thereby-Hangs-a-Tale,True
"attachments/Asterix-Omnibus,-vol.-10-(Asterix,-#28-30).jpg|height=120","attachmentsAsterix-Omnibus,-vol.-10-(Asterix,-#28-30).jpgheight=120",False
"Asterix Omnibus, vol. 10 (Asterix, #28-30)","Asterix-Omnibus,-vol.-10-(Asterix,-#28-30)",True
attachments/A-Short-History-of-Nearly-Everything.jpg|height=120,attachmentsA-Short-History-of-Nearly-Everything.jpgheight=120,False
A Short History of Nearly Everything,A-Short-History-of-Nearly-Everything,True
attachments/The-Old-Man-and-the-Sea.jpg|height=120,attachmentsThe-Old-Man-and-the-Sea.jpgheight=120,False
The Old Man and the Sea,The-Old-Man-and-the-Sea,True
attachments/On-Language.jpg|height=120,attachmentsOn-Language.jpgheight=120,False
On Language,On-Language,True
attachments/The-Blind-Watchmaker-Why-the-Evidence-of-Evolution-Reveals-a-Universe-Without-Design.jpg|height=120,attachmentsThe-Blind-Watchmaker-Why-the-Evidence-of-Evolution-Reveals-a-Universe-Without-Design.jpgheight=120,False
The Blind Watchmaker: Why the Evidence of Evolution Reveals a Universe Without Design,The-Blind-Watchmaker-Why-the-Evidence-of-Evolution-Reveals-a-Universe-Without-Design,True
attachments/Phylogenetic-patterns-and-the-evolutionary-process-Method-and-theory-in-comparative-biology.jpg|height=120,attachmentsPhylogenetic-patterns-and-the-evolutionary-process-Method-and-theory-in-comparative-biology.jpgheight=120,False
Phylogenetic patterns and the evolutionary process: Method and theory in comparative biology,Phylogenetic-patterns-and-the-evolutionary-process-Method-and-theory-in-comparative-biology,True
attachments/The-Red-Queen-Sex-and-the-Evolution-of-Human-Nature.jpg|height=120,attachmentsThe-Red-Queen-Sex-and-the-Evolution-of-Human-Nature.jpgheight=120,False
The Red Queen: Sex and the Evolution of Human Nature,The-Red-Queen-Sex-and-the-Evolution-of-Human-Nature,True
attachments/Genome-The-Autobiography-of-a-Species-in-23-Chapters.jpg|height=120,attachmentsGenome-The-Autobiography-of-a-Species-in-23-Chapters.jpgheight=120,False
Genome: The Autobiography of a Species in 23 Chapters,Genome-The-Autobiography-of-a-Species-in-23-Chapters,True
attachments/An-Introduction-to-Behavioural-Ecology.jpg|height=120,attachmentsAn-Introduction-to-Behavioural-Ecology.jpgheight=120,False
An Introduction to Behavioural Ecology,An-Introduction-to-Behavioural-Ecology,True
attachments/Lives-in-the-Wilderness-Three-Classic-Indian-Autobiographies.-Jim-Corbett-My-India;-Verrier-Elwin-The-Tribal-World-of-Verrier-Elwin;-Sálim-Ali-The-Fall-of-a-Sparrow-(Oxford-India-Paperbacks).jpg|height=120,attachmentsLives-in-the-Wilderness-Three-Classic-Indian-Autobiographies.-Jim-Corbett-My-India;-Verrier-Elwin-The-Tribal-World-of-Verrier-Elwin;-Sálim-Ali-The-Fall-of-a-Sparrow-(Oxford-India-Paperbacks).jpgheight=120,False
Lives in the Wilderness: Three Classic Indian Autobiographies. Jim Corbett: My India; Verrier Elwin: The Tribal World of Verrier Elwin; Sálim Ali: The Fall of a Sparrow (Oxford India Paperbacks),Lives-in-the-Wilderness-Three-Classic-Indian-Autobiographies.-Jim-Corbett-My-India;-Verrier-Elwin-The-Tribal-World-of-Verrier-Elwin;-Sálim-Ali-The-Fall-of-a-Sparrow-(Oxford-India-Paperbacks),True
attachments/The-Dilbert-Future-Thriving-on-Business-Stupidity-in-the-21st-Century.jpg|height=120,attachmentsThe-Dilbert-Future-Thriving-on-Business-Stupidity-in-the-21st-Century.jpgheight=120,False
The Dilbert Future: Thriving on Business Stupidity in the 21st Century,The-Dilbert-Future-Thriving-on-Business-Stupidity-in-the-21st-Century,True
attachments/The-Dilbert-Principle-&-The-Dilbert-Future.jpg|height=120,attachmentsThe-Dilbert-Principle-&-The-Dilbert-Future.jpgheight=120,False
The Dilbert Principle & The Dilbert Future,The-Dilbert-Principle-&-The-Dilbert-Future,True
"attachments/The-Ultimate-Hitchhiker’s-Guide-to-the-Galaxy-(Hitchhiker's-Guide-to-the-Galaxy,-#1-5).jpg|height=120","attachmentsThe-Ultimate-Hitchhiker’s-Guide-to-the-Galaxy-(Hitchhiker's-Guide-to-the-Galaxy,-#1-5).jpgheight=120",False
"The Ultimate Hitchhiker’s Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1-5)","The-Ultimate-Hitchhiker’s-Guide-to-the-Galaxy-(Hitchhiker's-Guide-to-the-Galaxy,-#1-5)",True
"attachments/The-Long-Dark-Tea-Time-of-the-Soul-(Dirk-Gently,-#2).jpg|height=120","attachmentsThe-Long-Dark-Tea-Time-of-the-Soul-(Dirk-Gently,-#2).jpgheight=120",False
"The Long Dark Tea-Time of the Soul (Dirk Gently, #2)","The-Long-Dark-Tea-Time-of-the-Soul-(Dirk-Gently,-#2)",True
attachments/Last-Chance-to-See.jpg|height=120,attachmentsLast-Chance-to-See.jpgheight=120,False
Last Chance to See,Last-Chance-to-See,True
attachments/Notes-to-Myself.jpg|height=120,attachmentsNotes-to-Myself.jpgheight=120,False
Notes to Myself,Notes-to-Myself,True
attachments/Jonathan-Livingston-Seagull.jpg|height=120,attachmentsJonathan-Livingston-Seagull.jpgheight=120,False
Jonathan Livingston Seagull,Jonathan-Livingston-Seagull,True
attachments/Illusions-The-Adventures-of-a-Reluctant-Messiah.jpg|height=120,attachmentsIllusions-The-Adventures-of-a-Reluctant-Messiah.jpgheight=120,False
Illusions: The Adventures of a Reluctant Messiah,Illusions-The-Adventures-of-a-Reluctant-Messiah,True
attachments/One-A-Novel.jpg|height=120,attachmentsOne-A-Novel.jpgheight=120,False
One: A Novel,One-A-Novel,True
attachments/The-Prophet-(A-Borzoi-Book).jpg|height=120,attachmentsThe-Prophet-(A-Borzoi-Book).jpgheight=120,False
The Prophet (A Borzoi Book),The-Prophet-(A-Borzoi-Book),True
attachments/In-Search-of-Schrödinger's-Cat-Quantum-Physics-and-Reality.jpg|height=120,attachmentsIn-Search-of-Schrödinger's-Cat-Quantum-Physics-and-Reality.jpgheight=120,False
In Search of Schrödinger's Cat: Quantum Physics and Reality,In-Search-of-Schrödinger's-Cat-Quantum-Physics-and-Reality,True
attachments/A-Brief-History-of-Time.jpg|height=120,attachmentsA-Brief-History-of-Time.jpgheight=120,False
A Brief History of Time,A-Brief-History-of-Time,True
attachments/Adventures-of-Huckleberry-Finn.jpg|height=120,attachmentsAdventures-of-Huckleberry-Finn.jpgheight=120,False
Adventures of Huckleberry Finn,Adventures-of-Huckleberry-Finn,True
"attachments/Vertebrates-Comparative-Anatomy,-Function,-Evolution.jpg|height=120","attachmentsVertebrates-Comparative-Anatomy,-Function,-Evolution.jpgheight=120",False
"Vertebrates: Comparative Anatomy, Function, Evolution","Vertebrates-Comparative-Anatomy,-Function,-Evolution",True
attachments/Petronia-Fifty-Years-of-Post-Independence-Ornithology-in-India-A-Centenary-Dedication-to-Dr.-Salim-Ali-1896-1996.jpg|height=120,attachmentsPetronia-Fifty-Years-of-Post-Independence-Ornithology-in-India-A-Centenary-Dedication-to-Dr.-Salim-Ali-1896-1996.jpgheight=120,False
Petronia: Fifty Years of Post-Independence Ornithology in India : A Centenary Dedication to Dr. Salim Ali 1896-1996,Petronia-Fifty-Years-of-Post-Independence-Ornithology-in-India-A-Centenary-Dedication-to-Dr.-Salim-Ali-1896-1996,True
"attachments/The-Hobbit,-or-There-and-Back-Again.jpg|height=120","attachmentsThe-Hobbit,-or-There-and-Back-Again.jpgheight=120",False
"The Hobbit, or There and Back Again","The-Hobbit,-or-There-and-Back-Again",True
attachments/The-Silmarillion.jpg|height=120,attachmentsThe-Silmarillion.jpgheight=120,False
The Silmarillion,The-Silmarillion,True
attachments/The-Lord-of-the-Rings.jpg|height=120,attachmentsThe-Lord-of-the-Rings.jpgheight=120,False
The Lord of the Rings,The-Lord-of-the-Rings,True
attachments/Unfinished-Tales.jpg|height=120,attachmentsUnfinished-Tales.jpgheight=120,False
Unfinished Tales,Unfinished-Tales,True
attachments/The-Catcher-in-the-Rye.jpg|height=120,attachmentsThe-Catcher-in-the-Rye.jpgheight=120,False
The Catcher in the Rye,The-Catcher-in-the-Rye,True
"attachments/Carry-On,-Jeeves-(Jeeves,-#3).jpg|height=120","attachmentsCarry-On,-Jeeves-(Jeeves,-#3).jpgheight=120",False
"Carry On, Jeeves (Jeeves, #3)","Carry-On,-Jeeves-(Jeeves,-#3)",True
"attachments/The-Inimitable-Jeeves-(Jeeves,-#2).jpg|height=120","attachmentsThe-Inimitable-Jeeves-(Jeeves,-#2).jpgheight=120",False
"The Inimitable Jeeves (Jeeves, #2)","The-Inimitable-Jeeves-(Jeeves,-#2)",True
attachments/Ecology-and-Equity.jpg|height=120,attachmentsEcology-and-Equity.jpgheight=120,False
Ecology and Equity,Ecology-and-Equity,True
attachments/This-Fissured-Land-An-Ecological-History-of-India-(Oxford-India-Paperbacks).jpg|height=120,attachmentsThis-Fissured-Land-An-Ecological-History-of-India-(Oxford-India-Paperbacks).jpgheight=120,False
This Fissured Land: An Ecological History of India (Oxford India Paperbacks),This-Fissured-Land-An-Ecological-History-of-India-(Oxford-India-Paperbacks),True
attachments/Ecological-Journeys-;-The-Science-and-Politics-of-Conservation-in-India.jpg|height=120,attachmentsEcological-Journeys-;-The-Science-and-Politics-of-Conservation-in-India.jpgheight=120,False
Ecological Journeys ; The Science and Politics of Conservation in India,Ecological-Journeys-;-The-Science-and-Politics-of-Conservation-in-India,True
"attachments/Better-Health-Systems-for-India's-Poor-Findings,-Analysis,-and-Options-(Health,-Nutrition,-and-Population-Series).jpg|height=120","attachmentsBetter-Health-Systems-for-India's-Poor-Findings,-Analysis,-and-Options-(Health,-Nutrition,-and-Population-Series).jpgheight=120",False
"Better Health Systems for India's Poor: Findings, Analysis, and Options (Health, Nutrition, and Population Series)","Better-Health-Systems-for-India's-Poor-Findings,-Analysis,-and-Options-(Health,-Nutrition,-and-Population-Series)",True
